polygon_id,ring_id,is_hole,x_m,y_m
0,0,0,-1.22471,2.3341699999999999
0,0,0,-1.22488,2.3526699999999998
0,0,0,-1.22505,2.3711799999999998
0,0,0,-1.22522,2.3896799999999998
0,0,0,-1.22539,2.4081800000000002
0,0,0,-1.22556,2.4266899999999998
0,0,0,-1.22573,2.4451900000000002
0,0,0,-1.2259,2.4636999999999998
0,0,0,-1.2263900000000001,2.4834800000000001
0,0,0,-1.22689,2.50326
0,0,0,-1.2273799999999999,2.5230399999999999
0,0,0,-1.22787,2.5428199999999999
0,0,0,-1.2283599999999999,2.5626000000000002
0,0,0,-1.22885,2.5823800000000001
0,0,0,-1.2293400000000001,2.6021700000000001
0,0,0,-1.22983,2.62195
0,0,0,-1.2303200000000001,2.6417299999999999
0,0,0,-1.23081,2.6615099999999998
0,0,0,-1.2313000000000001,2.6812900000000002
0,0,0,-1.2318199999999999,2.70092
0,0,0,-1.23234,2.7205499999999998
0,0,0,-1.2328600000000001,2.74017
0,0,0,-1.2333700000000001,2.7597999999999998
0,0,0,-1.2338899999999999,2.7794300000000001
0,0,0,-1.23441,2.7990499999999998
0,0,0,-1.2349300000000001,2.8186800000000001
0,0,0,-1.2354499999999999,2.8383099999999999
0,0,0,-1.2359599999999999,2.8579400000000001
0,0,0,-1.23648,2.8775599999999999
0,0,0,-1.2370000000000001,2.8971900000000002
0,0,0,-1.23776,2.9156900000000001
0,0,0,-1.2385200000000001,2.9342000000000001
0,0,0,-1.2392799999999999,2.9527100000000002
0,0,0,-1.24004,2.9712100000000001
0,0,0,-1.2407999999999999,2.9897200000000002
0,0,0,-1.24156,3.0082200000000001
0,0,0,-1.2423200000000001,3.0267300000000001
0,0,0,-1.24308,3.0452300000000001
0,0,0,-1.2438400000000001,3.0637400000000001
0,0,0,-1.2445999999999999,3.0822400000000001
0,0,0,-1.24536,3.1007500000000001
0,0,0,-1.24586,3.1197699999999999
0,0,0,-1.2463500000000001,3.1387800000000001
0,0,0,-1.2468399999999999,3.1577899999999999
0,0,0,-1.2473399999999999,3.1768100000000001
0,0,0,-1.24783,3.1958299999999999
0,0,0,-1.2483200000000001,3.2148400000000001
0,0,0,-1.2487999999999999,3.23386
0,0,0,-1.24929,3.2528800000000002
0,0,0,-1.24977,3.2719
0,0,0,-1.2502599999999999,3.2909099999999998
0,0,0,-1.25074,3.30993
0,0,0,-1.25122,3.3289499999999999
0,0,0,-1.25054,3.3675299999999999
0,0,0,-1.2501899999999999,3.3868200000000002
0,0,0,-1.2498499999999999,3.40611
0,0,0,-1.2495000000000001,3.4253900000000002
0,0,0,-1.24916,3.44468
0,0,0,-1.24881,3.4639700000000002
0,0,0,-1.24847,3.48326
0,0,0,-1.2481199999999999,3.5025499999999998
0,0,0,-1.2477799999999999,3.5218400000000001
0,0,0,-1.24743,3.5411199999999998
0,0,0,-1.24777,3.56053
0,0,0,-1.2481,3.5799400000000001
0,0,0,-1.24844,3.5993499999999998
0,0,0,-1.2487699999999999,3.61876
0,0,0,-1.2491099999999999,3.6381700000000001
0,0,0,-1.2494400000000001,3.6575799999999998
0,0,0,-1.24977,3.67699
0,0,0,-1.2501,3.6964100000000002
0,0,0,-1.2504299999999999,3.7158199999999999
0,0,0,-1.2507600000000001,3.7352300000000001
0,0,0,-1.25109,3.7546400000000002
0,0,0,-1.25099,3.7730999999999999
0,0,0,-1.25088,3.7915700000000001
0,0,0,-1.2507699999999999,3.8100299999999998
0,0,0,-1.2506600000000001,3.8285
0,0,0,-1.25054,3.8469699999999998
0,0,0,-1.2504200000000001,3.8654299999999999
0,0,0,-1.2500599999999999,3.9208400000000001
0,0,0,-1.24993,3.9393199999999999
0,0,0,-1.2498,3.9577900000000001
0,0,0,-1.2508300000000001,3.9752399999999999
0,0,0,-1.25186,3.9926900000000001
0,0,0,-1.2528900000000001,4.0101399999999998
0,0,0,-1.2539199999999999,4.0275999999999996
0,0,0,-1.2549399999999999,4.0450499999999998
0,0,0,-1.25596,4.0625099999999996
0,0,0,-1.2569699999999999,4.0799599999999998
0,0,0,-1.2579899999999999,4.0974199999999996
0,0,0,-1.2589999999999999,4.1148800000000003
0,0,0,-1.2600100000000001,4.1323499999999997
0,0,0,-1.26101,4.1498100000000004
0,0,0,-1.2620100000000001,4.1672700000000003
0,0,0,-1.2634799999999999,4.1854800000000001
0,0,0,-1.26495,4.2036899999999999
0,0,0,-1.2664200000000001,4.2218999999999998
0,0,0,-1.2678799999999999,4.2401099999999996
0,0,0,-1.26935,4.2583099999999998
0,0,0,-1.2708200000000001,4.2765199999999997
0,0,0,-1.2722899999999999,4.2947300000000004
0,0,0,-1.2737499999999999,4.3129400000000002
