s_m,x_m,y_m,heading_rad,curvature_per_m,speed_m_per_s
9.1132311626912816,-0.86950862129099249,2.6220721848089741,-1.547415386843418,0.061872135969885757,1.1000000000000001
9.3403370816368998,-0.86525593108964693,2.3950060864010756,-1.5614669151399871,0.022617116959707029,1.1000000000000001
9.543207057008253,-0.86549745563953773,2.1921362548019312,-1.5568785811794004,0.14300641415553275,1.1000000000000001
9.7501755978222757,-0.85955272510103375,1.9852531064657015,-1.5272807523145839,0.014597855433155955,1.1000000000000001
9.9611274716911744,-0.84731909820095408,1.7746562606638958,-1.5303601972726755,0.069072094482355226,1.1000000000000001
10.166091422655221,-0.84274195840971144,1.5697434231301692,-1.5445174866591409,0.091788216784027821,1.1000000000000001
10.385556755836884,-0.83616695364593641,1.3503766029843354,-1.5243731550804835,0.14249404474191193,1.1000000000000001
10.600210038109546,-0.82259882335020018,1.1361525673797728,-1.4937863406723246,0.20463681192371883,1.1000000000000001
10.810745644341917,-0.80345867485509925,0.92648879796021544,-1.4507030054165049,0.3347401076615259,1.1000000000000001
10.958655948847131,-0.77968106640336543,0.78050221119574292,-1.4011914941621808,0.54387715458931862,1.0956122845410683
11.04511209235962,-0.76390153689454887,0.69549826305489215,-1.3369326083898212,0.69221957506843312,1.0807780424931568
11.135882394336054,-0.738660516172572,0.60830801937014367,-1.2740996285268604,0.70036818386918598,1.0799631816130815
11.21845934764716,-0.71322743104408337,0.52974523302067866,-1.2153435087876905,0.72883842425969159,1.0771161575740309
11.296339749872502,-0.68287210507246621,0.45802416752428599,-1.1611978028650725,1.0670327370043349,1.0432967262995665
11.352364099441795,-0.65990420594049859,0.4069242325524467,-1.1164985595920089,1.407958459371552,1.0092041540628449
11.391167929326636,-0.64128906289992205,0.37287700559766235,-1.0311983588587719,1.7789062890548495,0.97210937109451512
11.440884046514835,-0.61232848188944444,0.3324668947860554,-0.95842718844359254,1.1784086759340329,1.0321591324065968
11.472610535656225,-0.59273422522052843,0.30751423523178378,-0.90307314140677053,1.2868443048604745,1.0213155695139526
11.521268856820777,-0.5630114744849708,0.2689890446772305,-0.87791420659623209,1.2403428279302844,1.0259657172069716
11.565921680861853,-0.5331725537543589,0.23576987092959503,-0.7976181101605615,1.597375523234726,0.99026244767652749
11.611368601333016,-0.50013741460385086,0.20455926116915199,-0.73132307102655758,1.6514792463786583,0.98485207536213426
11.655600584057153,-0.4663695424034246,0.17599006267209891,-0.66367241914574904,1.6963086454122567,0.98036913545877447
11.691733853083196,-0.43657936986832457,0.15554113236175232,-0.59024798501725784,1.323659856451213,1.0176340143548788
11.729285240327036,-0.40486551661462911,0.13543296994596205,-0.53165393393278981,1.2338259101339628,1.0266174089866038
11.783129262252183,-0.35782997970231462,0.10922539538351927,-0.4949986899769091,1.3722659140689073,1.0127734085931093
11.830223224899544,-0.31605222895515589,0.087489230580608104,-0.41947180111217286,1.5412128720400249,0.9958787127959976
11.872911966574762,-0.27616717856803918,0.072273731199036489,-0.33492463827849167,1.6973299703641687,0.98026700296358316
11.911989161658312,-0.23865818161363303,0.061314610656211216,-0.29704214593785444,1.6685746053008916,0.98314253946991093
11.945971814428452,-0.20508360154910607,0.056064061848076392,-0.22371455159929957,1.2858242712711148,1.0214175728728887
11.988332839687372,-0.16535594398999665,0.041361351694739007,-0.14296816560127348,1.3479315977899418,1.0152068402210059
12.028580983921762,-0.12525369982133866,0.037937446475609829,-0.14815797390133581,0.63310077685315613,1.0866899223146844
12.064984822807228,-0.088895322478568614,0.039756205008163473,-0.065565565847951243,0.55189244999152431,1.0948107550008477
12.103570892012165,-0.050896248646188511,0.033051346727065709,-0.07031291239526366,0.57114414260062651,1.0928855857399373
12.107336560490037,-0.054517631773221109,0.034083743614161305,-0.070228560639191834,0.67350742576494682,1.0826492574235054
12.10904471046824,-0.05292966713168968,0.034713143840790613,-0.080812562865272067,0.55292778237526319,1.0947072217624738
12.110548506771144,-0.053827095106200165,0.033506484671350395,-0.056848585477433031,0.75803823112716062,1.0741961768872841
12.111928276819086,-0.054906283267259014,0.032646764776136449,-0.079689437124229406,0.53482995789193066,1.096517004210807
12.113887440672871,-0.053126943483062385,0.033466687295860741,-0.069509585416283604,0.53456571283769572,1.0965434287162306
12.114468470171447,-0.053654810055152803,0.033709487955427282,-0.067560310921286684,0.53436915997423895,1.0965630840025762
12.115861661160244,-0.05385885779495532,0.032331320457934555,-0.077771606327992931,0.52884710639014743,1.0971152893609852
12.117797541455014,-0.052690606374913178,0.033874959384383264,-0.080534993123529214,0.53455014940430801,1.0965449850595692
